"Source","Target","Weight"
"Milanese","Dutch",1
"Milanese","English",1
"Milanese","Flemish",1
"Milanese","French",1
"Milanese","German",1
"Milanese","Israeli",1
"Milanese","Italian",1
"Milanese","Mexican",1
"Milanese","Netherlandish",1
"Milanese","Romanian",1
"Milanese","Russian",1
"Milanese","Spanish",1
"Milanese","Swedish",1
"Milanese","Swiss",1
"Netherlandish","American",1
"Netherlandish","Austrian",1
"Netherlandish","Belgian",1
"Netherlandish","British",1
"Netherlandish","Danish",1
"Netherlandish","Dutch",1
"Netherlandish","English",1
"Netherlandish","Flemish",1
"Netherlandish","French",1
"Netherlandish","German",1
"Netherlandish","Israeli",1
"Netherlandish","Italian",1
"Netherlandish","Mexican",1
"Netherlandish","Milanese",1
"Netherlandish","Romanian",1
"Netherlandish","Russian",1
"Netherlandish","Spanish",1
"Netherlandish","Swedish",1
"Netherlandish","Swiss",1
"Norwegian","American",2
"Norwegian","Austrian",1
"Norwegian","Belgian",1
"Norwegian","British",2
"Norwegian","French",2
"Norwegian","German",2
"Norwegian","Italian",2
"Norwegian","Mexican",1
"Norwegian","Polish",1
"Norwegian","Russian",1
"Norwegian","Spanish",2
"Polish","American",2
"Polish","Austrian",1
"Polish","Belgian",2
"Polish","British",2
"Polish","Czech",1
"Polish","Dutch",1
"Polish","French",2
"Polish","Georgian",1
"Polish","German",2
"Polish","Italian",2
"Polish","Latvian",1
"Polish","Mexican",1
"Polish","Norwegian",1
"Polish","Russian",2
"Polish","Spanish",2
"Polish","Swedish",1
"Polish","Swiss",1
"Romanian","American",1
"Romanian","Austrian",1
"Romanian","Belgian",1
"Romanian","British",1
"Romanian","Danish",1
"Romanian","Dutch",1
"Romanian","English",1
"Romanian","Flemish",1
"Romanian","French",1
"Romanian","German",1
"Romanian","Israeli",1
"Romanian","Italian",1
"Romanian","Mexican",1
"Romanian","Milanese",1
"Romanian","Netherlandish",1
"Romanian","Russian",1
"Romanian","Spanish",1
"Romanian","Swedish",1
"Romanian","Swiss",1
"Russian","American",5
"Russian","Austrian",4
"Russian","Belgian",4
"Russian","British",5
"Russian","Czech",2
"Russian","Danish",2
"Russian","Dutch",2
"Russian","English",2
"Russian","Flemish",1
"Russian","French",6
"Russian","Georgian",1
"Russian","German",6
"Russian","Hungarian",1
"Russian","Israeli",1
"Russian","Italian",4
"Russian","Latvian",1
"Russian","Mexican",2
"Russian","Milanese",1
"Russian","Netherlandish",1
"Russian","Norwegian",1
"Russian","Polish",2
"Russian","Romanian",1
"Russian","Russian-Lithuanian",1
"Russian","Scottish",1
"Russian","Spanish",5
"Russian","Swedish",3
"Russian","Swiss",3
"Russian-Lithuanian","American",1
"Russian-Lithuanian","Austrian",1
"Russian-Lithuanian","British",1
"Russian-Lithuanian","Czech",1
"Russian-Lithuanian","English",1
"Russian-Lithuanian","French",1
"Russian-Lithuanian","German",1
"Russian-Lithuanian","Italian",1
"Russian-Lithuanian","Russian",1
"Russian-Lithuanian","Spanish",1
"Russian-Lithuanian","Swedish",1
"Russian-Lithuanian","Swiss",1
"Scottish","American",2
"Scottish","Austrian",1
"Scottish","Belgian",1
"Scottish","British",2
"Scottish","Danish",1
"Scottish","English",1
"Scottish","French",1
"Scottish","German",2
"Scottish","Hungarian",1
"Scottish","Russian",1
"Spanish","American",16
"Spanish","Austrian",6
"Spanish","Belgian",4
"Spanish","British",9
"Spanish","Czech",2
"Spanish","Danish",1
"Spanish","Dutch",8
"Spanish","English",2
"Spanish","Flemish",2
"Spanish","French",15
"Spanish","Georgian",1
"Spanish","German",14
"Spanish","Greek",1
"Spanish","Israeli",1
"Spanish","Italian",12
"Spanish","Latvian",1
"Spanish","Mexican",5
"Spanish","Milanese",1
"Spanish","Netherlandish",1
"Spanish","Norwegian",2
"Spanish","Polish",2
"Spanish","Romanian",1
"Spanish","Russian",5
"Spanish","Russian-Lithuanian",1
"Spanish","Swedish",3
"Spanish","Swiss",6
"Swedish","American",6
"Swedish","Austrian",4
"Swedish","Belgian",2
"Swedish","British",3
"Swedish","Czech",3
"Swedish","Danish",1
"Swedish","Dutch",2
"Swedish","English",2
"Swedish","Finnish",1
"Swedish","Flemish",1
"Swedish","French",5
"Swedish","Georgian",1
"Swedish","German",5
"Swedish","Israeli",1
"Swedish","Italian",4
"Swedish","Latvian",1
"Swedish","Mexican",1
"Swedish","Milanese",1
"Swedish","Netherlandish",1
"Swedish","Polish",1
"Swedish","Romanian",1
"Swedish","Russian",3
"Swedish","Russian-Lithuanian",1
"Swedish","Spanish",3
"Swedish","Swiss",3
"Swiss","American",7
"Swiss","Austrian",4
"Swiss","Belgian",3
"Swiss","Brazilian",1
"Swiss","British",7
"Swiss","Czech",2
"Swiss","Danish",1
"Swiss","Dutch",6
"Swiss","English",3
"Swiss","Flemish",1
"Swiss","French",7
"Swiss","Georgian",1
"Swiss","German",6
"Swiss","Greek",1
"Swiss","Hungarian",1
"Swiss","Israeli",2
"Swiss","Italian",5
"Swiss","Latvian",1
"Swiss","Mexican",2
"Swiss","Milanese",1
"Swiss","Netherlandish",1
"Swiss","Polish",1
"Swiss","Romanian",1
"Swiss","Russian",3
"Swiss","Russian-Lithuanian",1
"Swiss","Spanish",6
"Swiss","Swedish",3
"Swiss","Ukrainian",1
"Swiss","Yugoslav",1
"Ukrainian","American",1
"Ukrainian","Austrian",1
"Ukrainian","Brazilian",1
"Ukrainian","British",1
"Ukrainian","Dutch",1
"Ukrainian","English",1
"Ukrainian","French",1
"Ukrainian","German",1
"Ukrainian","Hungarian",1
"Ukrainian","Israeli",1
"Ukrainian","Swiss",1
"Ukrainian","Yugoslav",1
"Yugoslav","American",1
"Yugoslav","Austrian",1
"Yugoslav","Brazilian",1
"Yugoslav","British",1
"Yugoslav","Dutch",1
"Yugoslav","English",1
"Yugoslav","French",1
"Yugoslav","German",1
"Yugoslav","Hungarian",1
"Yugoslav","Israeli",1
"Yugoslav","Swiss",1
"Yugoslav","Ukrainian",1
