"ExhibitionID","ExhibitionNumber","ExhibitionTitle","ExhibitionCitationDate","ExhibitionBeginDate","ExhibitionEndDate","ExhibitionSortOrder","ExhibitionURL","ExhibitionRole","ExhibitionRoleinPressRelease","ConstituentID","ConstituentType","DisplayName","AlphaSort","FirstName","MiddleName","LastName","Suffix","Institution","Nationality","ConstituentBeginDate","ConstituentEndDate","ArtistBio","Gender","VIAFID","WikidataID","ULANID","ConstituentURL","Year"
2942,"3","Painting in Paris","[MoMA Exh. #3, January 18-March 2, 1930]",1930-01-19,1930-03-02,3,"moma.org/calendar/exhibitions/2024","Artist","Artist",5053,"Individual","Georges Rouault","Rouault Georges","Georges","","Rouault","","","French",1871,1958,"French, 18711958","Male",16857,"Q156128",500024798,"moma.org/artists/5053",1930
2942,"3","Painting in Paris","[MoMA Exh. #3, January 18-March 2, 1930]",1930-01-19,1930-03-02,3,"moma.org/calendar/exhibitions/2024","Artist","Artist",5318,"Individual","André Dunoyer de Segonzac","Segonzac André Dunoyer de","André Dunoyer de","","Segonzac","","","French",1884,1974,"French, 18841974","Male",59081879,"Q518406",500024152,"moma.org/artists/5318",1930
2942,"3","Painting in Paris","[MoMA Exh. #3, January 18-March 2, 1930]",1930-01-19,1930-03-02,3,"moma.org/calendar/exhibitions/2024","Artist","Artist",5543,"Individual","Chaim Soutine","Soutine Chaim","Chaim","","Soutine","","","French",1893,1943,"French, 18931943","Male",18015110,"Q160141",500004801,"moma.org/artists/5543",1930
2942,"3","Painting in Paris","[MoMA Exh. #3, January 18-March 2, 1930]",1930-01-19,1930-03-02,3,"moma.org/calendar/exhibitions/2024","Artist","Artist",5735,"Individual","Léopold Survage","Survage Léopold","Léopold","","Survage","","","French",1879,1968,"French, 18791968","Male",17229932,"Q734172",500008491,"moma.org/artists/5735",1930
2942,"3","Painting in Paris","[MoMA Exh. #3, January 18-March 2, 1930]",1930-01-19,1930-03-02,3,"moma.org/calendar/exhibitions/2024","Artist","Artist",6046,"Individual","Maurice Utrillo","Utrillo Maurice","Maurice","","Utrillo","","","French",1883,1955,"French, 18831955","Male",39385919,"Q108301",500008404,"moma.org/artists/6046",1930
2942,"3","Painting in Paris","[MoMA Exh. #3, January 18-March 2, 1930]",1930-01-19,1930-03-02,3,"moma.org/calendar/exhibitions/2024","Artist","Artist",6177,"Individual","Maurice de Vlaminck","Vlaminck Maurice de","Maurice de","","Vlaminck","","","French",1876,1958,"French, 18761958","Male",76346120,"Q241098",500008582,"moma.org/artists/6177",1930
2942,"3","Painting in Paris","[MoMA Exh. #3, January 18-March 2, 1930]",1930-01-19,1930-03-02,3,"moma.org/calendar/exhibitions/2024","Artist","Artist",6194,"Individual","Édouard Vuillard","Vuillard Édouard","Édouard","","Vuillard","","","French",1868,1940,"French, 18681940","Male",17397031,"Q239394",500014954,"moma.org/artists/6194",1930
2636,"4","Weber, Klee, Lehmbruck, Maillol","[MoMA Exh. #4, March 12-April 2, 1930]",1930-03-12,1930-04-02,4,"moma.org/calendar/exhibitions/1766","Artist","Artist",3130,"Individual","Paul Klee","Klee Paul","Paul","","Klee","","","German",1879,1940,"German, born Switzerland. 18791940","Male",68931085,"Q44007",500010493,"moma.org/artists/3130",1930
2636,"4","Weber, Klee, Lehmbruck, Maillol","[MoMA Exh. #4, March 12-April 2, 1930]",1930-03-12,1930-04-02,4,"moma.org/calendar/exhibitions/1766","Artist","Artist",3464,"Individual","Wilhelm Lehmbruck","Lehmbruck Wilhelm","Wilhelm","","Lehmbruck","","","German",1881,1919,"German, 18811919","Male",32269139,"Q551282",500019056,"moma.org/artists/3464",1930
2636,"4","Weber, Klee, Lehmbruck, Maillol","[MoMA Exh. #4, March 12-April 2, 1930]",1930-03-12,1930-04-02,4,"moma.org/calendar/exhibitions/1766","Artist","Artist",3697,"Individual","Aristide Maillol","Maillol Aristide","Aristide","","Maillol","","","French",1861,1944,"French, 18611944","Male",14228,"Q153920",500001596,"moma.org/artists/3697",1930
2636,"4","Weber, Klee, Lehmbruck, Maillol","[MoMA Exh. #4, March 12-April 2, 1930]",1930-03-12,1930-04-02,4,"moma.org/calendar/exhibitions/1766","Artist","Artist",6275,"Individual","Max Weber","Weber Max","Max","","Weber","","","American",1881,1961,"American, born Russia. 18811961","Male",41883358,"Q535334",500029261,"moma.org/artists/6275",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",16555,"Individual","A. Everett Austin, Jr.","Austin A. Everett","A.","Everett","Austin","Jr.","",NA,NA,NA,"","",42732779,"",NA,"moma.org/artists/16555",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",253,"Individual","Awa Tsireh (Alfonso Roybal)","Awa Tsireh (Alfonso Roybal)","","","Awa Tsireh (Alfonso Roybal)","","","American",1900,1955,"American, 19001955","Male",NA,"",NA,"moma.org/artists/253",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",273,"Individual","Peggy Bacon","Bacon Peggy","Peggy","","Bacon","","","American",1895,1987,"American, 18951987","Female",8456354,"Q7160630",500024574,"moma.org/artists/273",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",462,"Individual","Ahron Ben-Shmuel","Ben-Shmuel Ahron","Ahron","","Ben-Shmuel","","","American",1903,1984,"American, 19031984","Male",78714949,"",NA,"moma.org/artists/462",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",49738,"Individual","Jane Berlandina","Berlandina Jane","Jane","","Berlandina","","",NA,NA,NA,"","",224100189,"Q19482698",500090455,"moma.org/artists/49738",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",49739,"Individual","Virginia Berresford","Berresford Virginia","Virginia","","Berresford","","",NA,NA,NA,"","",NA,"",NA,"moma.org/artists/49739",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",49740,"Individual","Edward Biberman","Biberman Edward","Edward","","Biberman","","",NA,NA,NA,"","",95758150,"Q5341883",500012636,"moma.org/artists/49740",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",617,"Individual","Peter Blume","Blume Peter","Peter","","Blume","","","American",1906,1992,"American, 19061992","Male",65497511,"Q2990693",500028254,"moma.org/artists/617",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",678,"Individual","Francisco Borès","Borès Francisco","Francisco","","Borès","","","Spanish",1898,1972,"Spanish, 18981972","Male",54189019,"Q1406524",500031770,"moma.org/artists/678",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",796,"Individual","Alexander Brook","Brook Alexander","Alexander","","Brook","","","American",1898,1980,"American, 18981980","Male",9690262,"Q4718429",500020389,"moma.org/artists/796",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",49742,"Individual","Gladys Caldwell","Caldwell Gladys","Gladys","","Caldwell","","",NA,NA,NA,"","",NA,"",NA,"moma.org/artists/49742",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",49741,"Individual","Harold Cash","Cash Harold","Harold","","Cash","","",NA,NA,NA,"","",NA,"",NA,"moma.org/artists/49741",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",1074,"Individual","Jean Charlot","Charlot Jean","Jean","","Charlot","","","American",1898,1979,"American, 18981979","Male",109001357,"Q432546",500027773,"moma.org/artists/1074",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",49743,"Individual","Emile Compard","Compard Emile","Emile","","Compard","","",NA,NA,NA,"","",27338820,"Q275009",500063205,"moma.org/artists/49743",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",1279,"Individual","Miguel Covarrubias","Covarrubias Miguel","Miguel","","Covarrubias","","","Mexican",1904,1957,"Mexican, 19041957","Male",9977968,"Q1709505",500122721,"moma.org/artists/1279",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",1408,"Individual","James Edward Davis","Davis James Edward","James","Edward","Davis","","","American",1901,1974,"American, 19011974","Male",17555100,"",NA,"moma.org/artists/1408",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",1572,"Individual","Isami Doi","Doi Isami","Isami","","Doi","","","American",1903,NA,"American, born 1903","Male",95848875,"Q6078751",500027090,"moma.org/artists/1572",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",49744,"Individual","Elsie Driggs","Driggs Elsie","Elsie","","Driggs","","",NA,NA,NA,"","",61410324,"Q3051756",500012280,"moma.org/artists/49744",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",49745,"Individual","Fides Elizando","Elizando Fides","Fides","","Elizando","","",NA,NA,NA,"","",NA,"",NA,"moma.org/artists/49745",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",1852,"Individual","Duncan Ferguson","Ferguson Duncan","Duncan","","Ferguson","","","American",1901,1974,"American, 19011974","Male",17158412,"Q1265441",NA,"moma.org/artists/1852",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",49746,"Individual","Mitchell Fields","Fields Mitchell","Mitchell","","Fields","","",NA,NA,NA,"","",NA,"",NA,"moma.org/artists/49746",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",1908,"Individual","John Bernard Flannagan","Flannagan John Bernard","John","Bernard","Flannagan","","","American",1898,1942,"American, 18981942","Male",67705300,"Q6233387",500028475,"moma.org/artists/1908",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",49747,"Individual","Paul Gaulois","Gaulois Paul","Paul","","Gaulois","","",NA,NA,NA,"","",NA,"",NA,"moma.org/artists/49747",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",49748,"Individual","Vincent Gilnsky","Glinsky Vincent","Vincent","","Glinsky","","",NA,NA,NA,"","",12148543,"",NA,"moma.org/artists/49748",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",2202,"Individual","Charles L. Goeller","Goeller Charles L.","Charles","L.","Goeller","","","American",1901,1955,"American, 19011955","Male",NA,"",NA,"moma.org/artists/2202",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",2252,"Individual","Arshile Gorky","Gorky Arshile","Arshile","","Gorky","","","American",1904,1948,"American, born Armenia. 19041948","Male",22150791,"Q165648",500021392,"moma.org/artists/2252",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",2668,"Individual","Stefan Hirsch","Hirsch Stefan","Stefan","","Hirsch","","","American",1899,1964,"American, 18991964","Male",34342712,"",500024254,"moma.org/artists/2668",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",49749,"Individual","Hokeah","Hokeah","Hokeah","","","","",NA,NA,NA,"","",122203219,"",NA,"moma.org/artists/49749",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",49750,"Individual","Ruth Jonas","Jonas Ruth","Ruth","","Jonas","","",NA,NA,NA,"","",95959545,"",NA,"moma.org/artists/49750",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",49751,"Individual","Charles Lapique","Lapique Charles","Charles","","Lapique","","",NA,NA,NA,"","",292281249,"",NA,"moma.org/artists/49751",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",49752,"Individual","Luigi Lucioni","Lucioni Luigi","Luigi","","Lucioni","","",NA,NA,NA,"","",55328740,"Q3839797",500049579,"moma.org/artists/49752",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",49753,"Individual","Eugene MacCown","MacCown Eugene","Eugene","","MacCown","","",NA,NA,NA,"","",NA,"",NA,"moma.org/artists/49753",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",3784,"Individual","Reginald Marsh","Marsh Reginald","Reginald","","Marsh","","","American",1898,1954,"American, 18981954","Male",5005976,"Q7308806",500016727,"moma.org/artists/3784",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",49754,"Individual","Herbert Morgan","Morgan Herbert","Herbert","","Morgan","","",NA,NA,NA,"","",NA,"",NA,"moma.org/artists/49754",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",4218,"Individual","Reuben Nakian","Nakian Reuben","Reuben","","Nakian","","","American",1897,1986,"American, 18971986","Male",45605328,"Q7317496",500027533,"moma.org/artists/4218",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",4324,"Individual","Isamu Noguchi","Noguchi Isamu","Isamu","","Noguchi","","","American",1904,1988,"American, 19041988","Male",56659032,"Q442628",500008602,"moma.org/artists/4324",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",49755,"Individual","Marjorie Phillips","Phillips Marjorie","Marjorie","","Phillips","","",NA,NA,NA,"","",8469234,"Q6766212",500009481,"moma.org/artists/49755",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",4673,"Individual","Joseph Pollet","Pollet Joseph","Joseph","","Pollet","","","American",1897,1979,"American, born Switzerland. 18971979","Male",NA,"",NA,"moma.org/artists/4673",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",49756,"Individual","Abel Sanchez (Oqwa Pi)","Sanchez Abel Oqwa Pi","Abel","","Sanchez","","",NA,NA,NA,"","",NA,"",NA,"moma.org/artists/49756",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",5195,"Individual","Concetta Scaravaglione","Scaravaglione Concetta","Concetta","","Scaravaglione","","","American",1900,1975,"American, 19001975","Female",95730185,"Q5158604",500008047,"moma.org/artists/5195",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",49757,"Individual","Walter Schöttler","Schöttler Walter","Walter","","Schöttler","","",NA,NA,NA,"","",NA,"",NA,"moma.org/artists/49757",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",49758,"Individual","William Schulhoff","Schulhoff William","William","","Schulhoff","","",NA,NA,NA,"","",95947317,"",NA,"moma.org/artists/49758",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",5366,"Individual","Ben Shahn","Shahn Ben","Ben","","Shahn","","","American",1898,1969,"American, born Lithuania. 18981969","Male",17268935,"Q695239",500005524,"moma.org/artists/5366",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",5821,"Individual","Pavel Tchelitchew","Tchelitchew Pavel","Pavel","","Tchelitchew","","","American",1898,1957,"American, born Russia. 18981957","Male",14991184,"Q2361741",500004010,"moma.org/artists/5821",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",63068,"Individual","Kostia Terechkovitch","Terechkovitch Kostia","Kostia","","Terechkovitch","","",NA,NA,NA,"","",NA,"",NA,"moma.org/artists/63068",1930
2944,"5a","46 Painters and Sculptors under 35 Years of Age","[MoMA Exh. #5a, April 11-April 27, 1930]",1930-04-11,1930-04-27,5,"moma.org/calendar/exhibitions/2025","Artist","Artist",6261,"Individual","Franklin Chenault Watkins","Watkins Franklin Chenault","Franklin","Chenault","Watkins","","","American",1894,1972,"American, 18941972","Male",77221141,"",500025403,"moma.org/artists/6261",1930
